Participant,Trial,Environment,Environment_Type,Chosen_Island,Probability,Random_Value,Reward,Score,Response_Time,Win-Stay,Lose-Shift,Exploration,Exploitation,ss1_score,ss1_group
FG021,72,4,Low-Fast,3,15,0.33,-1,-20,0.1,0,0,1,0,6,high ss1
FG021,73,4,Low-Fast,2,80,0.01,1,-19,0.17,0,1,1,0,6,high ss1
FG021,74,4,Low-Fast,3,15,1.0,-1,-20,0.23,0,0,1,0,6,high ss1
FG021,75,4,Low-Fast,2,80,0.67,1,-19,0.2,0,1,1,0,6,high ss1
FG021,76,4,Low-Fast,2,80,0.45,1,-18,0.43,1,0,0,1,6,high ss1
FG021,77,4,Low-Fast,2,80,0.18,1,-17,0.3,1,0,0,1,6,high ss1
FG021,78,4,Low-Fast,3,15,0.14,1,-16,0.1,0,0,1,0,6,high ss1
FG021,79,4,Low-Fast,2,80,0.14,1,-15,0.3,0,0,1,0,6,high ss1
FG021,80,4,Low-Fast,3,15,0.35,-1,-16,0.24,0,0,1,0,6,high ss1
FG021,81,4,Low-Fast,1,80,0.53,1,-15,0.07,0,1,1,0,6,high ss1
FG021,82,4,Low-Fast,3,15,0.21,-1,-16,0.1,0,0,1,0,6,high ss1
FG021,83,4,Low-Fast,1,80,0.52,1,-15,0.03,0,1,1,0,6,high ss1
FG021,84,4,Low-Fast,3,15,0.39,-1,-16,0.13,0,0,1,0,6,high ss1
FG021,85,4,Low-Fast,1,80,0.25,1,-15,0.4,0,1,1,0,6,high ss1
FG021,86,4,Low-Fast,3,15,0.99,-1,-16,1.07,0,0,1,0,6,high ss1
FG021,87,4,Low-Fast,1,80,0.07,1,-15,0.27,0,1,1,0,6,high ss1
FG021,88,4,Low-Fast,3,15,0.63,-1,-16,0.03,0,0,1,0,6,high ss1
FG021,89,4,Low-Fast,1,80,0.82,-1,-17,0.43,0,1,1,0,6,high ss1
FG021,90,4,Low-Fast,2,5,0.54,-1,-18,0.04,0,1,1,0,6,high ss1
FG021,91,4,Low-Fast,3,5,0.86,-1,-19,0.17,0,1,1,0,6,high ss1
FG021,92,4,Low-Fast,1,15,0.53,-1,-20,0.1,0,1,1,0,6,high ss1
FG021,93,4,Low-Fast,3,5,0.01,1,-19,0.27,0,1,1,0,6,high ss1
FG021,94,4,Low-Fast,2,80,0.59,1,-18,0.67,0,0,1,0,6,high ss1
FG021,95,4,Low-Fast,3,5,0.13,-1,-19,0.17,0,0,1,0,6,high ss1
FG021,96,4,Low-Fast,2,80,0.79,1,-18,0.3,0,1,1,0,6,high ss1
FG021,97,4,Low-Fast,3,5,0.45,-1,-19,1.83,0,0,1,0,6,high ss1
FG021,98,4,Low-Fast,2,80,0.68,1,-18,1.17,0,1,1,0,6,high ss1
FG021,99,4,Low-Fast,3,5,0.43,-1,-19,0.24,0,0,1,0,6,high ss1
FG021,100,4,Low-Fast,2,80,0.69,1,-18,0.2,0,1,1,0,6,high ss1
FG022,151,1,High-Fast,1,60,0.78,-1,-1,4.03,0,0,0,0,2,low ss1
FG022,152,1,High-Fast,1,60,0.56,1,0,0.67,0,0,0,1,2,low ss1
FG022,153,1,High-Fast,1,60,0.25,1,1,0.75,1,0,0,1,2,low ss1
FG022,154,1,High-Fast,3,15,0.84,-1,0,0.07,0,0,1,0,2,low ss1
FG022,155,1,High-Fast,3,15,0.55,-1,-1,0.1,0,0,0,1,2,low ss1
FG022,156,1,High-Fast,3,15,0.0,1,0,0.17,0,0,0,1,2,low ss1
FG022,157,1,High-Fast,3,15,0.37,-1,-1,0.25,1,0,0,1,2,low ss1
FG022,158,1,High-Fast,3,15,0.62,-1,-2,0.33,0,0,0,1,2,low ss1
FG022,159,1,High-Fast,3,15,0.51,-1,-3,0.34,0,0,0,1,2,low ss1
FG022,160,1,High-Fast,2,25,0.13,1,-2,0.24,0,1,1,0,2,low ss1
FG022,161,1,High-Fast,2,15,0.12,1,-1,0.03,1,0,0,1,2,low ss1
FG022,162,1,High-Fast,1,25,0.67,-1,-2,0.41,0,0,1,0,2,low ss1
FG022,163,1,High-Fast,1,25,0.31,-1,-3,1.35,0,0,0,1,2,low ss1
FG022,164,1,High-Fast,2,15,0.21,-1,-4,0.13,0,1,1,0,2,low ss1
FG022,165,1,High-Fast,1,25,0.92,-1,-5,0.44,0,1,1,0,2,low ss1
FG022,166,1,High-Fast,3,60,0.62,-1,-6,0.43,0,1,1,0,2,low ss1
FG022,167,1,High-Fast,2,15,0.71,-1,-7,0.62,0,1,1,0,2,low ss1
FG022,168,1,High-Fast,1,25,0.41,-1,-8,0.72,0,1,1,0,2,low ss1
FG022,169,1,High-Fast,3,60,0.61,-1,-9,1.23,0,1,1,0,2,low ss1
FG022,170,1,High-Fast,2,15,0.47,-1,-10,0.72,0,1,1,0,2,low ss1
FG022,171,1,High-Fast,2,60,0.94,-1,-11,0.49,0,0,0,1,2,low ss1
FG022,172,1,High-Fast,2,60,0.96,-1,-12,0.45,0,0,0,1,2,low ss1
FG022,173,1,High-Fast,2,60,0.08,1,-11,0.53,0,0,0,1,2,low ss1
FG022,174,1,High-Fast,2,60,0.1,1,-10,0.49,1,0,0,1,2,low ss1
FG022,175,1,High-Fast,2,60,0.29,1,-9,0.4,1,0,0,1,2,low ss1
FG022,176,1,High-Fast,2,60,0.53,1,-8,0.66,1,0,0,1,2,low ss1
FG022,177,1,High-Fast,3,25,0.86,-1,-9,0.43,0,0,1,0,2,low ss1
FG022,178,1,High-Fast,3,25,0.26,-1,-10,0.37,0,0,0,1,2,low ss1
FG022,179,1,High-Fast,2,60,0.67,-1,-11,1.1,0,1,1,0,2,low ss1
FG022,180,1,High-Fast,1,15,0.31,-1,-12,0.42,0,1,1,0,2,low ss1
FG022,181,1,High-Fast,3,25,0.27,-1,-13,0.5,0,1,1,0,2,low ss1
FG022,182,1,High-Fast,2,15,0.52,-1,-14,0.35,0,1,1,0,2,low ss1
FG022,183,1,High-Fast,1,60,0.65,-1,-15,0.32,0,1,1,0,2,low ss1
FG022,184,1,High-Fast,2,15,0.98,-1,-16,0.6,0,1,1,0,2,low ss1
FG022,185,1,High-Fast,3,25,0.89,-1,-17,1.82,0,1,1,0,2,low ss1
FG022,186,1,High-Fast,3,25,0.43,-1,-18,0.53,0,0,0,1,2,low ss1
FG022,187,1,High-Fast,3,25,0.68,-1,-19,0.4,0,0,0,1,2,low ss1
FG022,188,1,High-Fast,3,25,0.67,-1,-20,0.23,0,0,0,1,2,low ss1
FG022,189,1,High-Fast,3,25,0.64,-1,-21,0.53,0,0,0,1,2,low ss1
FG022,190,1,High-Fast,3,25,0.57,-1,-22,0.28,0,0,0,1,2,low ss1
FG022,191,1,High-Fast,3,60,0.53,1,-21,0.47,0,0,0,1,2,low ss1
FG022,192,1,High-Fast,3,60,0.81,-1,-22,0.42,1,0,0,1,2,low ss1
FG022,193,1,High-Fast,3,60,0.26,1,-21,0.79,0,0,0,1,2,low ss1
FG022,194,1,High-Fast,3,60,0.54,1,-20,1.25,1,0,0,1,2,low ss1
FG022,195,1,High-Fast,3,60,0.89,-1,-21,1.22,1,0,0,1,2,low ss1
FG022,196,1,High-Fast,1,15,0.76,-1,-22,4.0,0,1,1,0,2,low ss1
FG022,197,1,High-Fast,2,25,0.44,-1,-23,1.6,0,1,1,0,2,low ss1
FG022,198,1,High-Fast,3,60,0.77,-1,-24,4.95,0,1,1,0,2,low ss1
FG022,199,1,High-Fast,1,15,0.28,-1,-25,0.39,0,1,1,0,2,low ss1
FG022,200,1,High-Fast,2,25,0.36,-1,-26,1.64,0,1,1,0,2,low ss1
FG022,1,2,Low-Slow,1,80,0.45,1,-25,1.83,0,1,1,0,2,low ss1
FG022,2,2,Low-Slow,1,80,0.47,1,-24,1.2,1,0,0,1,2,low ss1
FG022,3,2,Low-Slow,1,80,0.34,1,-23,0.55,1,0,0,1,2,low ss1
FG022,4,2,Low-Slow,1,80,0.02,1,-22,0.43,1,0,0,1,2,low ss1
FG022,5,2,Low-Slow,1,80,0.99,-1,-23,0.25,1,0,0,1,2,low ss1
FG022,6,2,Low-Slow,1,80,0.53,1,-22,0.33,0,0,0,1,2,low ss1
FG022,7,2,Low-Slow,1,80,0.59,1,-21,0.35,1,0,0,1,2,low ss1
FG022,8,2,Low-Slow,1,80,0.66,1,-20,0.07,1,0,0,1,2,low ss1
FG022,9,2,Low-Slow,1,80,0.1,1,-19,0.03,1,0,0,1,2,low ss1
FG022,10,2,Low-Slow,1,80,0.34,1,-18,0.02,1,0,0,1,2,low ss1
FG022,11,2,Low-Slow,1,80,0.7,1,-17,0.25,1,0,0,1,2,low ss1
FG022,12,2,Low-Slow,1,80,0.71,1,-16,0.47,1,0,0,1,2,low ss1
FG022,13,2,Low-Slow,1,80,0.26,1,-15,0.23,1,0,0,1,2,low ss1
FG022,14,2,Low-Slow,1,80,0.15,1,-14,0.34,1,0,0,1,2,low ss1
FG022,15,2,Low-Slow,1,80,0.22,1,-13,0.5,1,0,0,1,2,low ss1
FG022,16,2,Low-Slow,1,80,0.38,1,-12,0.37,1,0,0,1,2,low ss1
FG022,17,2,Low-Slow,1,80,0.97,-1,-13,0.37,1,0,0,1,2,low ss1
FG022,18,2,Low-Slow,3,5,0.08,-1,-14,1.83,0,1,1,0,2,low ss1
FG022,19,2,Low-Slow,3,5,0.81,-1,-15,0.6,0,0,0,1,2,low ss1
FG022,20,2,Low-Slow,3,5,0.95,-1,-16,0.3,0,0,0,1,2,low ss1
FG022,21,2,Low-Slow,1,80,0.06,1,-15,0.37,0,1,1,0,2,low ss1
FG022,22,2,Low-Slow,1,80,0.7,1,-14,0.18,1,0,0,1,2,low ss1
FG022,23,2,Low-Slow,1,80,0.02,1,-13,0.37,1,0,0,1,2,low ss1
FG022,24,2,Low-Slow,1,80,0.58,1,-12,0.15,1,0,0,1,2,low ss1
FG022,25,2,Low-Slow,1,15,0.12,1,-11,0.25,1,0,0,1,2,low ss1
FG022,26,2,Low-Slow,1,15,0.04,1,-10,0.45,1,0,0,1,2,low ss1
FG022,27,2,Low-Slow,1,15,0.24,-1,-11,0.62,1,0,0,1,2,low ss1
FG022,28,2,Low-Slow,1,15,0.31,-1,-12,0.34,0,0,0,1,2,low ss1
FG022,29,2,Low-Slow,1,15,0.38,-1,-13,0.35,0,0,0,1,2,low ss1
FG022,30,2,Low-Slow,3,80,0.37,1,-12,0.33,0,1,1,0,2,low ss1
FG022,31,2,Low-Slow,3,80,0.8,1,-11,0.55,1,0,0,1,2,low ss1
FG022,32,2,Low-Slow,3,80,0.77,1,-10,0.3,1,0,0,1,2,low ss1
FG022,33,2,Low-Slow,3,80,0.1,1,-9,0.32,1,0,0,1,2,low ss1
FG022,34,2,Low-Slow,3,80,0.38,1,-8,0.32,1,0,0,1,2,low ss1
FG022,35,2,Low-Slow,3,80,0.69,1,-7,0.03,1,0,0,1,2,low ss1
FG022,36,2,Low-Slow,3,80,0.17,1,-6,0.04,1,0,0,1,2,low ss1
FG022,37,2,Low-Slow,3,80,0.11,1,-5,0.14,1,0,0,1,2,low ss1
FG022,38,2,Low-Slow,3,80,0.78,1,-4,0.32,1,0,0,1,2,low ss1
FG022,39,2,Low-Slow,3,80,0.57,1,-3,0.24,1,0,0,1,2,low ss1
FG022,40,2,Low-Slow,3,80,0.4,1,-2,0.35,1,0,0,1,2,low ss1
FG022,41,2,Low-Slow,3,80,0.3,1,-1,0.04,1,0,0,1,2,low ss1
FG022,42,2,Low-Slow,3,80,0.22,1,0,0.07,1,0,0,1,2,low ss1
FG022,43,2,Low-Slow,3,80,0.65,1,1,0.32,1,0,0,1,2,low ss1
FG022,44,2,Low-Slow,3,80,0.85,-1,0,0.32,1,0,0,1,2,low ss1
FG022,45,2,Low-Slow,1,15,0.11,1,1,0.6,0,1,1,0,2,low ss1
FG022,46,2,Low-Slow,1,15,0.61,-1,0,0.17,1,0,0,1,2,low ss1
FG022,47,2,Low-Slow,2,5,0.06,-1,-1,0.34,0,1,1,0,2,low ss1
FG022,48,2,Low-Slow,1,15,0.32,-1,-2,0.17,0,1,1,0,2,low ss1
FG022,49,2,Low-Slow,2,5,0.28,-1,-3,0.55,0,1,1,0,2,low ss1
FG022,50,2,Low-Slow,3,80,0.39,1,-2,0.03,0,1,1,0,2,low ss1
FG022,51,3,Low-Fast,1,80,0.24,1,-1,1.57,0,0,1,0,2,low ss1
FG022,52,3,Low-Fast,3,5,0.55,-1,-2,0.75,0,0,1,0,2,low ss1
FG022,53,3,Low-Fast,1,80,0.77,1,-1,0.37,0,1,1,0,2,low ss1
FG022,54,3,Low-Fast,1,80,0.2,1,0,0.2,1,0,0,1,2,low ss1
FG022,55,3,Low-Fast,1,80,0.46,1,1,0.13,1,0,0,1,2,low ss1
FG022,56,3,Low-Fast,1,80,0.61,1,2,0.08,1,0,0,1,2,low ss1
FG022,57,3,Low-Fast,1,80,0.14,1,3,0.02,1,0,0,1,2,low ss1
FG022,58,3,Low-Fast,1,80,0.61,1,4,0.03,1,0,0,1,2,low ss1
FG022,59,3,Low-Fast,1,80,0.24,1,5,0.5,1,0,0,1,2,low ss1
FG022,60,3,Low-Fast,1,80,0.68,1,6,0.04,1,0,0,1,2,low ss1
FG022,61,3,Low-Fast,1,15,0.03,1,7,0.14,1,0,0,1,2,low ss1
FG022,62,3,Low-Fast,1,15,0.27,-1,6,0.03,1,0,0,1,2,low ss1
FG022,63,3,Low-Fast,3,80,0.55,1,7,0.03,0,1,1,0,2,low ss1
FG022,64,3,Low-Fast,3,80,0.99,-1,6,0.22,1,0,0,1,2,low ss1
FG022,65,3,Low-Fast,3,80,0.86,-1,5,0.35,0,0,0,1,2,low ss1
FG022,66,3,Low-Fast,3,80,0.05,1,6,0.23,0,0,0,1,2,low ss1
FG022,67,3,Low-Fast,3,80,0.0,1,7,0.03,1,0,0,1,2,low ss1
FG022,68,3,Low-Fast,3,80,0.04,1,8,0.15,1,0,0,1,2,low ss1
FG022,69,3,Low-Fast,3,80,0.98,-1,7,0.07,1,0,0,1,2,low ss1
FG022,70,3,Low-Fast,1,15,0.08,1,8,0.07,0,1,1,0,2,low ss1
FG022,71,3,Low-Fast,1,5,0.37,-1,7,0.04,1,0,0,1,2,low ss1
FG022,72,3,Low-Fast,2,80,0.99,-1,6,0.02,0,1,1,0,2,low ss1
FG022,73,3,Low-Fast,2,80,0.94,-1,5,0.13,0,0,0,1,2,low ss1
FG022,74,3,Low-Fast,1,5,0.89,-1,4,0.03,0,1,1,0,2,low ss1
FG022,75,3,Low-Fast,3,15,0.86,-1,3,0.14,0,1,1,0,2,low ss1
FG022,76,3,Low-Fast,2,80,0.69,1,4,0.17,0,1,1,0,2,low ss1
FG022,77,3,Low-Fast,2,80,0.51,1,5,0.08,1,0,0,1,2,low ss1
FG022,78,3,Low-Fast,2,80,0.87,-1,4,0.14,1,0,0,1,2,low ss1
FG022,79,3,Low-Fast,1,5,0.36,-1,3,0.04,0,1,1,0,2,low ss1
FG022,80,3,Low-Fast,3,15,0.56,-1,2,0.5,0,1,1,0,2,low ss1
FG022,81,3,Low-Fast,2,5,0.75,-1,1,0.07,0,1,1,0,2,low ss1
FG022,82,3,Low-Fast,1,80,0.73,1,2,0.04,0,1,1,0,2,low ss1
FG022,83,3,Low-Fast,1,80,0.85,-1,1,0.17,1,0,0,1,2,low ss1
FG022,84,3,Low-Fast,1,80,0.59,1,2,0.1,0,0,0,1,2,low ss1
FG022,85,3,Low-Fast,1,80,0.35,1,3,0.24,1,0,0,1,2,low ss1
FG022,86,3,Low-Fast,1,80,0.28,1,4,0.07,1,0,0,1,2,low ss1
FG022,87,3,Low-Fast,1,80,0.45,1,5,0.15,1,0,0,1,2,low ss1
FG022,88,3,Low-Fast,1,80,0.25,1,6,0.07,1,0,0,1,2,low ss1
FG022,89,3,Low-Fast,1,80,0.53,1,7,0.13,1,0,0,1,2,low ss1
FG022,90,3,Low-Fast,1,80,0.27,1,8,0.17,1,0,0,1,2,low ss1
FG022,91,3,Low-Fast,1,15,0.59,-1,7,0.02,1,0,0,1,2,low ss1
FG022,92,3,Low-Fast,2,80,0.04,1,8,0.02,0,1,1,0,2,low ss1
FG022,93,3,Low-Fast,2,80,0.48,1,9,0.08,1,0,0,1,2,low ss1
FG022,94,3,Low-Fast,2,80,0.23,1,10,0.02,1,0,0,1,2,low ss1
FG022,95,3,Low-Fast,2,80,0.81,-1,9,0.07,1,0,0,1,2,low ss1
FG022,96,3,Low-Fast,3,5,0.12,-1,8,0.04,0,1,1,0,2,low ss1
FG022,97,3,Low-Fast,2,80,0.2,1,9,0.34,0,1,1,0,2,low ss1
FG022,98,3,Low-Fast,2,80,0.86,-1,8,0.02,1,0,0,1,2,low ss1
FG022,99,3,Low-Fast,2,80,0.2,1,9,0.32,0,0,0,1,2,low ss1
FG022,100,3,Low-Fast,2,80,0.08,1,10,0.17,1,0,0,1,2,low ss1
FG022,101,4,High-Slow,1,60,0.4,1,11,1.6,0,0,1,0,2,low ss1
FG022,102,4,High-Slow,1,60,0.48,1,12,0.34,1,0,0,1,2,low ss1
FG022,103,4,High-Slow,1,60,0.18,1,13,0.2,1,0,0,1,2,low ss1
FG022,104,4,High-Slow,1,60,0.27,1,14,0.1,1,0,0,1,2,low ss1
FG022,105,4,High-Slow,1,60,0.74,-1,13,0.13,1,0,0,1,2,low ss1
FG022,106,4,High-Slow,1,60,0.56,1,14,0.3,0,0,0,1,2,low ss1
FG022,107,4,High-Slow,1,60,0.61,-1,13,0.02,1,0,0,1,2,low ss1
FG022,108,4,High-Slow,1,60,0.63,-1,12,0.07,0,0,0,1,2,low ss1
FG022,109,4,High-Slow,1,60,0.13,1,13,0.1,0,0,0,1,2,low ss1
FG022,110,4,High-Slow,1,60,0.8,-1,12,0.04,1,0,0,1,2,low ss1
FG022,111,4,High-Slow,1,60,0.32,1,13,0.02,0,0,0,1,2,low ss1
FG022,112,4,High-Slow,1,60,0.93,-1,12,0.32,1,0,0,1,2,low ss1
FG022,113,4,High-Slow,1,60,0.4,1,13,0.27,0,0,0,1,2,low ss1
FG022,114,4,High-Slow,1,60,0.38,1,14,0.27,1,0,0,1,2,low ss1
FG022,115,4,High-Slow,1,60,0.69,-1,13,0.33,1,0,0,1,2,low ss1
FG022,116,4,High-Slow,1,60,0.43,1,14,0.17,0,0,0,1,2,low ss1
FG022,117,4,High-Slow,1,60,0.46,1,15,0.35,1,0,0,1,2,low ss1
FG022,118,4,High-Slow,1,60,0.31,1,16,0.3,1,0,0,1,2,low ss1
FG022,119,4,High-Slow,1,60,0.62,-1,15,0.47,1,0,0,1,2,low ss1
FG022,120,4,High-Slow,2,25,0.54,-1,14,1.02,0,1,1,0,2,low ss1
FG022,121,4,High-Slow,2,25,0.77,-1,13,0.18,0,0,0,1,2,low ss1
FG022,122,4,High-Slow,3,15,0.92,-1,12,0.22,0,1,1,0,2,low ss1
FG022,123,4,High-Slow,1,60,0.0,1,13,0.03,0,1,1,0,2,low ss1
FG022,124,4,High-Slow,1,60,0.28,1,14,0.23,1,0,0,1,2,low ss1
FG022,125,4,High-Slow,3,15,0.91,-1,13,0.14,0,0,1,0,2,low ss1
FG022,126,4,High-Slow,1,15,0.33,-1,12,0.07,0,1,1,0,2,low ss1
FG022,127,4,High-Slow,2,60,0.37,1,13,0.27,0,1,1,0,2,low ss1
FG022,128,4,High-Slow,2,60,0.89,-1,12,0.38,1,0,0,1,2,low ss1
FG022,129,4,High-Slow,2,60,0.75,-1,11,0.25,0,0,0,1,2,low ss1
FG022,130,4,High-Slow,1,15,0.58,-1,10,0.68,0,1,1,0,2,low ss1
FG022,131,4,High-Slow,3,25,0.39,-1,9,0.04,0,1,1,0,2,low ss1
FG022,132,4,High-Slow,1,15,0.79,-1,8,0.13,0,1,1,0,2,low ss1
FG022,133,4,High-Slow,3,25,0.32,-1,7,0.05,0,1,1,0,2,low ss1
FG022,134,4,High-Slow,1,15,0.64,-1,6,0.07,0,1,1,0,2,low ss1
FG022,135,4,High-Slow,1,15,0.56,-1,5,0.4,0,0,0,1,2,low ss1
FG022,136,4,High-Slow,2,60,0.03,1,6,0.34,0,1,1,0,2,low ss1
FG022,137,4,High-Slow,1,15,0.01,1,7,0.37,0,0,1,0,2,low ss1
FG022,138,4,High-Slow,1,15,0.4,-1,6,0.15,1,0,0,1,2,low ss1
FG022,139,4,High-Slow,1,15,0.54,-1,5,0.41,0,0,0,1,2,low ss1
FG022,140,4,High-Slow,1,15,0.98,-1,4,0.07,0,0,0,1,2,low ss1
FG022,141,4,High-Slow,1,15,0.47,-1,3,0.32,0,0,0,1,2,low ss1
FG022,142,4,High-Slow,2,60,0.8,-1,2,0.14,0,1,1,0,2,low ss1
FG022,143,4,High-Slow,3,25,0.15,1,3,0.17,0,1,1,0,2,low ss1
FG022,144,4,High-Slow,3,25,0.79,-1,2,0.13,1,0,0,1,2,low ss1
FG022,145,4,High-Slow,1,15,0.66,-1,1,0.23,0,1,1,0,2,low ss1
FG022,146,4,High-Slow,2,60,0.99,-1,0,0.22,0,1,1,0,2,low ss1
FG022,147,4,High-Slow,3,25,0.74,-1,-1,0.15,0,1,1,0,2,low ss1
FG022,148,4,High-Slow,1,15,0.47,-1,-2,0.34,0,1,1,0,2,low ss1
FG022,149,4,High-Slow,2,60,0.76,-1,-3,0.07,0,1,1,0,2,low ss1
FG022,150,4,High-Slow,3,25,0.63,-1,-4,0.03,0,1,1,0,2,low ss1
FG023,151,1,High-Fast,2,25,0.01,1,1,7.95,0,0,0,0,7,high ss1
FG023,152,1,High-Fast,3,15,0.54,-1,0,22.5,0,0,1,0,7,high ss1
FG023,153,1,High-Fast,1,60,0.68,-1,-1,2.73,0,1,1,0,7,high ss1
FG023,154,1,High-Fast,2,25,0.78,-1,-2,70.62,0,1,1,0,7,high ss1
FG023,155,1,High-Fast,2,25,0.76,-1,-3,0.73,0,0,0,1,7,high ss1
FG023,156,1,High-Fast,2,25,0.7,-1,-4,6.78,0,0,0,1,7,high ss1
FG023,157,1,High-Fast,2,25,0.8,-1,-5,9.35,0,0,0,1,7,high ss1
FG023,158,1,High-Fast,1,60,0.5,1,-4,18.63,0,1,1,0,7,high ss1
FG023,159,1,High-Fast,1,60,0.84,-1,-5,1.7,1,0,0,1,7,high ss1
FG023,160,1,High-Fast,3,15,0.67,-1,-6,0.45,0,1,1,0,7,high ss1
FG023,161,1,High-Fast,2,15,0.82,-1,-7,0.77,0,1,1,0,7,high ss1
FG023,162,1,High-Fast,2,15,0.12,1,-6,0.22,0,0,0,1,7,high ss1
FG023,163,1,High-Fast,3,60,0.99,-1,-7,3.05,0,0,1,0,7,high ss1
FG023,164,1,High-Fast,1,25,0.73,-1,-8,0.25,0,1,1,0,7,high ss1
FG023,165,1,High-Fast,2,15,0.33,-1,-9,7.11,0,1,1,0,7,high ss1
FG023,166,1,High-Fast,2,15,0.07,1,-8,2.77,0,0,0,1,7,high ss1
FG023,167,1,High-Fast,2,15,0.58,-1,-9,1.88,1,0,0,1,7,high ss1
FG023,168,1,High-Fast,2,15,0.03,1,-8,6.42,0,0,0,1,7,high ss1
FG023,169,1,High-Fast,2,15,0.15,1,-7,2.18,1,0,0,1,7,high ss1
FG023,170,1,High-Fast,2,15,0.96,-1,-8,0.2,1,0,0,1,7,high ss1
FG023,171,1,High-Fast,2,60,0.48,1,-7,10.41,0,0,0,1,7,high ss1
FG023,172,1,High-Fast,2,60,0.59,1,-6,0.18,1,0,0,1,7,high ss1
FG023,173,1,High-Fast,2,60,0.82,-1,-7,0.02,1,0,0,1,7,high ss1
FG023,174,1,High-Fast,3,25,0.62,-1,-8,1.82,0,1,1,0,7,high ss1
FG023,175,1,High-Fast,3,25,0.77,-1,-9,0.03,0,0,0,1,7,high ss1
FG023,176,1,High-Fast,3,25,0.66,-1,-10,0.14,0,0,0,1,7,high ss1
FG023,177,1,High-Fast,1,15,0.7,-1,-11,6.52,0,1,1,0,7,high ss1
FG023,178,1,High-Fast,2,60,0.11,1,-10,1.77,0,1,1,0,7,high ss1
FG023,179,1,High-Fast,2,60,0.37,1,-9,0.12,1,0,0,1,7,high ss1
FG023,180,1,High-Fast,2,60,0.5,1,-8,0.07,1,0,0,1,7,high ss1
FG023,181,1,High-Fast,2,15,0.06,1,-7,0.14,1,0,0,1,7,high ss1
